meet,stroke,gender,distance,event_type,world_record_time,american_record_time,us_open_record_time,field_size,seed_mean,seed_median,seed_std,seed_cv,seed_skewness,seed_kurtosis,seed_iqr,seed_iqr_ratio,seed_5th_to_1st_ratio,seed_3rd_to_1st_ratio,max_gap,avg_gap,gap_1st_2nd,max_gap_position,hhi_seed_times,top_seed_vs_world_record,top_seed_world_record_pct,swimmers_within_2pct_world,swimmers_within_3pct_world,swimmers_within_5pct_world,top_seed_vs_american_record,top_seed_american_record_pct,swimmers_within_2pct_american,swimmers_within_3pct_american,swimmers_within_5pct_american,top_seed_vs_us_open_record,top_seed_us_open_record_pct,swimmers_within_2pct_us_open,swimmers_within_3pct_us_open,swimmers_within_5pct_us_open,swimmers_within_5pct_top_seed,swimmers_within_10pct_top_seed,swimmers_within_15pct_top_seed,pressure_index,dark_horse_potential,competitive_bandwidth,competitive_bandwidth_pct,avg_age,top_seed_age,age_range,world_record_holder_competing,american_record_holder_competing,us_open_record_holder_competing,record_holders_count,top_seed_holds_record,winner_vs_world_record,winner_vs_american_record,winner_vs_us_open_record,top_seed_won,meet_avg_field_size,meet_avg_competitiveness,meet_avg_pressure,meet_total_record_holders,distance_category,stroke_category
2021 Speedo Summer Championships   West   Meet Results,IM,Women,400,Women_IM_400,266.36,271.12,271.07,23,299.5578260869565,299.53,7.040053703180636,0.02350148482228947,0.2117905201303267,-1.1571589956733732,11.715000000000032,0.03911127432978344,1.0169497412385817,1.0095168629085478,2.5,1.0968181818181841,2.4600000000000364,11,0.04350206881407554,-21.549999999999955,-0.08090554137257829,0,0,0,-16.789999999999964,-0.06192829743287092,0,0,0,-16.839999999999975,-0.06212417456745481,0,0,0,14,23,23,0.008544336771908015,0.013361462728551373,12.100000000000023,0.04202702233336815,16.52173913043478,17,9,False,False,False,0,False,15.169999999999959,10.409999999999968,10.45999999999998,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,middle,im
2021 Speedo Summer Championships   West   Meet Results,IM,Men,400,Men_IM_400,243.84,243.84,245.25,19,273.58842105263153,273.13,4.896270614250995,0.017896483321233378,0.2898951109277688,-0.13486319926339174,7.064999999999998,0.02586680335371434,1.0235213778974925,1.021283053226602,4.960000000000036,1.1794444444444454,4.960000000000036,1,0.05264829092884749,-19.74999999999997,-0.08099573490813637,0,0,0,-19.74999999999997,-0.08099573490813637,0,0,0,-18.339999999999975,-0.07478083588175322,0,0,0,14,19,19,0.018817102317993994,0.015265406346700747,7.96999999999997,0.0302363519101634,17.42105263157895,19,6,False,False,False,0,False,10.960000000000008,10.960000000000008,9.550000000000011,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,middle,im
2021 Speedo Summer Championships   West   Meet Results,Butterfly,Women,100,Women_Butterfly_100,55.48,55.66,55.66,32,62.276875000000004,62.595,0.9745461684163558,0.01564860421169745,-1.1935851335513175,1.0724135697833486,1.0900000000000034,0.017413531432223076,1.0320729237002026,1.025151924375422,1.2999999999999972,0.13838709677419353,1.2999999999999972,1,0.03125795656421762,-3.760000000000005,-0.067772170151406,0,0,0,-3.5800000000000054,-0.06431908012935691,0,0,0,-3.5800000000000054,-0.06431908012935691,0,0,0,10,32,32,0.021944632005401705,0.020648967551622384,0.970000000000006,0.01637407157326141,16.6875,18,7,False,False,False,0,False,3.3200000000000003,3.1400000000000006,3.1400000000000006,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,fly
2021 Speedo Summer Championships   West   Meet Results,Butterfly,Men,100,Men_Butterfly_100,49.45,49.45,49.76,26,54.73115384615385,54.75,0.8695946311271747,0.015888476124065565,-0.7877939386174716,0.2517608072815354,1.1700000000000017,0.02136986301369866,1.0330468003820439,1.0231136580706781,0.8299999999999983,0.1428,0.8299999999999983,1,0.03847150823596502,-2.8999999999999986,-0.05864509605662282,0,0,0,-2.8999999999999986,-0.05864509605662282,0,0,0,-2.5900000000000034,-0.05204983922829589,0,0,0,15,26,26,0.015854823304680004,0.023816292365520093,1.2100000000000009,0.023113658070678143,18.615384615384617,22,7,False,False,False,0,False,2.289999999999999,2.289999999999999,1.980000000000004,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,fly
2021 Speedo Summer Championships   West   Meet Results,Freestyle,Women,400,Women_Freestyle_400,236.46,236.46,237.94,21,262.2919047619048,261.67,4.146294523625161,0.015807939354395843,0.26760509441309127,-1.079673820365018,6.439999999999998,0.024611151450299986,1.0036254483081242,1.002923748635584,2.079999999999984,0.6965000000000003,0.08000000000004093,20,0.047630854586283536,-20.059999999999974,-0.08483464433730853,0,0,0,-20.059999999999974,-0.08483464433730853,0,0,0,-18.579999999999984,-0.07808691266705886,0,0,0,20,21,21,0.00031186652112911637,0.007899386758133155,6.439999999999998,0.025105254950881017,17.095238095238095,16,9,False,False,False,0,False,16.629999999999995,16.629999999999995,15.150000000000006,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,middle,free
2021 Speedo Summer Championships   West   Meet Results,Freestyle,Men,400,Men_Freestyle_400,220.07,222.78,223.53,29,242.35655172413794,242.55,4.507660357934816,0.01859929234785307,0.1844960745536131,-1.1145307350194869,7.509999999999991,0.03096268810554521,1.0064187035069074,1.0053985122210416,1.5300000000000011,0.5475000000000004,1.0600000000000023,8,0.03449461633212084,-15.180000000000007,-0.06897805243786072,0,0,0,-12.469999999999999,-0.05597450399497261,0,0,0,-11.719999999999999,-0.052431440969892176,0,0,0,22,29,29,0.004505844845908618,0.005803432578392192,7.509999999999991,0.031923485653560006,17.96551724137931,19,6,False,False,False,0,False,12.100000000000023,9.390000000000015,8.640000000000015,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,middle,free
2021 Speedo Summer Championships   West   Meet Results,Breaststroke,Women,100,Women_Breaststroke_100,64.13,64.13,64.45,32,71.979375,72.185,1.2973721938499367,0.018024221436348076,-0.9095311422424992,0.2369153615699684,1.6599999999999966,0.02299646741012671,1.02727935813275,1.0170678336980306,0.6700000000000017,0.16580645161290325,0.6600000000000108,5,0.03126050830644309,-4.420000000000002,-0.06892250116949948,0,0,0,-4.420000000000002,-0.06892250116949948,0,0,0,-4.099999999999994,-0.06361520558572528,0,0,0,13,32,32,0.009628008752735388,0.024317653890824582,1.6899999999999977,0.024653537563821996,17.5625,19,10,False,False,False,0,False,3.3299999999999983,3.3299999999999983,3.009999999999991,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,breast
2021 Speedo Summer Championships   West   Meet Results,Breaststroke,Men,100,Men_Breaststroke_100,56.88,58.14,58.14,30,63.89166666666667,63.92,0.872338173467658,0.013653395176225243,-1.265231827810313,2.238704823095053,0.7374999999999972,0.011537859824780932,1.036387477462711,1.0244222258646123,1.1799999999999997,0.14379310344827617,1.1799999999999997,1,0.033339777342083224,-4.1299999999999955,-0.07260900140646968,0,0,0,-2.8699999999999974,-0.049363605091159224,0,0,1,-2.8699999999999974,-0.049363605091159224,0,0,1,16,30,30,0.01934109162432388,0.026271645021645123,0.759999999999998,0.012456974266513654,17.866666666666667,20,7,False,False,False,0,False,3.75,2.490000000000002,2.490000000000002,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,breast
2021 Speedo Summer Championships   West   Meet Results,Backstroke,Women,100,Women_Backstroke_100,57.45,57.57,57.92,30,64.117,64.275,0.9571943376347355,0.014928869685648664,-0.7396722179302496,0.46644701442651204,1.1875,0.018475301439128743,1.025478740668614,1.0217461863031483,1.1300000000000026,0.1403448275862069,0.21000000000000085,2,0.033340939150093625,-4.169999999999995,-0.07258485639686674,0,0,0,-4.049999999999997,-0.07034914017717556,0,0,0,-3.6999999999999957,-0.06388121546961319,0,0,0,22,30,30,0.0034079844206426624,0.024490346969083244,1.2900000000000063,0.020934761441090657,17.066666666666666,15,8,False,False,False,0,False,3.3900000000000006,3.270000000000003,2.9200000000000017,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,back
2021 Speedo Summer Championships   West   Meet Results,Backstroke,Men,100,Men_Backstroke_100,51.85,51.85,51.94,32,58.271874999999994,58.474999999999994,1.1046335294453997,0.01895654686665565,-0.38008171367059135,-0.9700834808938055,1.884999999999998,0.03223599828986743,1.0137721337864425,1.0110892505812914,0.5600000000000023,0.12677419354838732,0.5600000000000023,1,0.03126140435101578,-4.059999999999995,-0.07830279652844735,0,0,0,-4.059999999999995,-0.07830279652844735,0,0,0,-3.969999999999999,-0.07643434732383518,0,0,0,19,32,32,0.010016097299230949,0.013317909473809253,1.9599999999999937,0.035056340547308065,17.28125,18,7,False,False,False,0,False,3.4200000000000017,3.4200000000000017,3.3300000000000054,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,back
2021 Speedo Summer Championships   West   Meet Results,IM,Women,200,Women_IM_200,126.12,126.15,128.32,32,140.993125,140.865,1.8233338927291962,0.01293207660110517,-0.4016422158684102,0.13403624998265684,2.5175000000000125,0.017871721151457156,1.0223578730602338,1.0173567698757078,2.219999999999999,0.2725806451612909,2.219999999999999,1,0.031255286257097815,-9.849999999999994,-0.07810022201078333,0,0,0,-9.819999999999993,-0.07784383670233842,0,0,0,-7.650000000000006,-0.059616583541147176,0,0,0,25,32,32,0.016327130984776044,0.014942612586324384,2.5200000000000102,0.01853350003677289,17.0625,17,8,False,False,False,0,False,5.840000000000003,5.810000000000002,3.640000000000015,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,short,im
2021 Speedo Summer Championships   West   Meet Results,IM,Men,200,Men_IM_200,114.0,114.0,114.56,31,126.84870967741935,126.64,1.9071998422539382,0.015035232499439792,-0.6030929149526176,0.28866124362747314,2.3400000000000034,0.018477574226152902,1.0285714285714285,1.0133442488743347,1.6299999999999955,0.2643333333333336,0.2599999999999909,4,0.03226550063284984,-8.150000000000006,-0.0714912280701755,0,0,0,-8.150000000000006,-0.0714912280701755,0,0,0,-7.590000000000003,-0.06625349162011177,0,0,0,22,31,31,0.002128530495292598,0.02405680950823256,2.3599999999999994,0.019320507572656565,17.677419354838708,22,7,False,False,False,0,False,3.8599999999999994,3.8599999999999994,3.299999999999997,True,28.666666666666668,0.03562663550121622,0.008909687240492126,0,short,im
2021 Speedo Summer Championships   West   Meet Results,Freestyle,Women,50,Women_Freestyle_50,23.67,23.97,24.08,25,26.6556,26.67,0.3022724598768465,0.01133992331355687,-0.09040294578744267,-1.066461962022944,0.4399999999999977,0.01649793775778019,1.0034390523500192,1.0015284677111196,0.08999999999999986,0.041666666666666664,0.019999999999999574,5,0.040005156154863865,-2.5,-0.10561892691170258,0,0,0,-2.200000000000003,-0.09178139340842732,0,0,0,-2.0900000000000034,-0.08679401993355497,0,0,0,25,25,25,0.0007642338555597849,0.005793226381461699,0.4399999999999977,0.01681314482231554,16.68,18,8,False,False,False,0,False,2.169999999999998,1.870000000000001,1.7600000000000016,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,free
2021 Speedo Summer Championships   West   Meet Results,Freestyle,Men,50,Men_Freestyle_50,,,21.04,28,23.543928571428573,23.535,0.3340801794876951,0.014189653119025926,-0.06980290519799177,-0.9586622444098531,0.4750000000000014,0.020182706607180856,1.0056595559425339,1.00217675228559,0.120000000000001,0.04111111111111109,0.010000000000001563,20,0.03572149544127059,,,0,0,0,,,0,0,0,-1.9299999999999997,-0.09173003802281368,0,0,0,28,28,28,0.00043535045711804804,0.008705114254624561,0.5399999999999991,0.023508924684370883,18.5,28,13,False,False,False,0,False,,,1.740000000000002,False,28.666666666666668,0.03562663550121622,0.008909687240492126,0,sprint,free
Phillips 66 Intl Team Trials,Butterfly,Women,200,Women_Butterfly_200,121.81,124.14,125.85,30,132.38766666666666,132.70999999999998,2.1789120883800916,0.01645857309250931,-0.1014368572255537,-1.0001522711221986,3.3499999999999943,0.025243011076783926,1.0162818003913896,1.0137769080234833,1.6599999999999966,0.29172413793103474,1.6599999999999966,1,0.033342400412078935,-5.939999999999998,-0.04876446925539773,0,0,1,-3.6099999999999994,-0.02908007088770742,0,1,6,-1.9000000000000057,-0.015097338100913833,1,3,14,22,30,30,0.012994129158512693,0.01149738165603812,3.3899999999999864,0.026536203522504787,18.766666666666666,27,17,False,False,True,1,True,4.539999999999992,2.2099999999999937,0.5,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,fly
Phillips 66 Intl Team Trials,Butterfly,Men,200,Men_Butterfly_200,110.72999999999999,111.50999999999999,112.2,27,119.6285185185185,119.63,2.7925929855584743,0.02334387335178928,0.31954609654713134,-0.3050183387716232,3.269999999999996,0.027334280698821333,1.018891026762288,1.0148679377295784,1.5,0.45230769230769197,1.4899999999999949,26,0.03705697323265474,-3.6100000000000136,-0.03260182425720233,0,0,3,-2.8300000000000125,-0.025378889785669562,0,1,6,-2.1400000000000006,-0.019073083778966136,1,1,8,17,26,27,0.013031310127689303,0.014959957133133334,3.5,0.030610460031485043,18.925925925925927,20,13,False,False,False,0,False,3.3700000000000045,2.5900000000000034,1.8999999999999915,False,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,fly
Phillips 66 Intl Team Trials,Freestyle,Women,100,Women_Freestyle_100,51.71,52.04,52.54,27,55.180370370370376,55.29,0.7365509284721572,0.013348060615186723,-0.19055326962787744,-0.8390235610237715,1.2000000000000028,0.02170374389582208,1.0078110470522594,1.0072531151199553,0.5599999999999952,0.1123076923076921,0.38999999999999346,26,0.03704367360642051,-2.0600000000000023,-0.039837555598530305,0,0,6,-1.730000000000004,-0.033243658724058496,0,0,8,-1.230000000000004,-0.02341073467834039,0,1,9,26,27,27,0.007253115119955244,0.005898885079835597,1.4200000000000017,0.026408778129068285,19.814814814814813,19,13,False,False,False,0,False,1.6400000000000006,1.3100000000000023,0.8100000000000023,False,27.08823529411765,0.0385809232773975,0.010082775655859787,14,sprint,free
Phillips 66 Intl Team Trials,Freestyle,Men,100,Men_Freestyle_100,46.91,46.96,,32,49.5465625,49.68,0.8069100374848179,0.016285893445883718,0.005219804558152437,-0.9286305843493472,1.292500000000004,0.026016505636070934,1.009351620947631,1.00498753117207,0.259999999999998,0.09548387096774197,0.0800000000000054,30,0.031258294067270556,-1.2100000000000009,-0.025794073758260518,0,2,11,-1.1599999999999966,-0.02470187393526398,0,3,12,,,0,0,0,28,32,32,0.0016625103906900542,0.009378460686600398,1.3399999999999963,0.02784704904405645,20.0625,25,11,False,True,False,1,True,0.8800000000000026,0.8299999999999983,,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,sprint,free
Phillips 66 Intl Team Trials,Freestyle,Women,800,Women_Freestyle_800,484.79,484.79,,20,517.9425000000001,522.13,10.464863054526798,0.02020468112681774,-1.2513322628699293,0.30799965660726913,9.024999999999977,0.017284967345297105,1.0420470487770164,1.0223044547912896,8.95999999999998,1.8910526315789478,5.220000000000027,4,0.05002150434986006,-7.039999999999964,-0.014521751686297085,1,2,4,-7.039999999999964,-0.014521751686297085,1,2,4,,,0,0,0,5,20,20,0.01061342333733206,0.03642167570045583,10.159999999999968,0.020657544273427746,18.3,25,14,True,True,False,1,True,4.479999999999961,4.479999999999961,,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,distance,free
Phillips 66 Intl Team Trials,Freestyle,Men,1500,Men_Freestyle_1500,871.02,879.48,885.54,18,926.6316666666667,931.135,15.801368875301074,0.017052480984318913,-1.4232221522743838,1.8687135394438208,18.972499999999968,0.02037567055260512,1.044926959586199,1.0365372591371569,24.720000000000027,3.7517647058823513,24.720000000000027,1,0.05557255252228529,-8.629999999999995,-0.009907924043075928,1,1,3,-0.16999999999995907,-0.00019329603856819833,1,2,6,5.889999999999986,0.0066513088059263125,1,3,7,6,18,18,0.028102086056954502,0.032053078627668506,19.520000000000095,0.022190644006138915,18.61111111111111,22,7,False,False,False,0,False,14.700000000000045,6.240000000000009,0.18000000000006366,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,long_distance,free
Phillips 66 Intl Team Trials,Freestyle,Women,200,Women_Freestyle_200,112.97999999999999,113.61,114.4,30,120.04666666666667,120.155,1.6684350618335582,0.013898220651692881,-0.254408135846146,-0.8156132092141117,2.634999999999991,0.021930007074195755,1.0151462994836489,1.0145438898450947,1.5100000000000051,0.22586206896551714,1.5100000000000051,1,0.03333982205928706,-3.220000000000013,-0.02850061957868661,0,1,7,-2.5900000000000034,-0.022797288971041312,0,1,11,-1.7999999999999972,-0.015734265734265708,1,2,15,25,30,30,0.012994836488812436,0.010573867441893465,2.6799999999999926,0.023063683304647097,18.966666666666665,25,13,False,False,False,0,False,2.170000000000016,1.5400000000000063,0.75,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,free
Phillips 66 Intl Team Trials,Freestyle,Men,200,Men_Freestyle_200,102.0,102.96000000000001,104.1,36,109.18944444444443,109.41499999999999,1.7027640021193735,0.015594584355502783,-0.4032420601908035,-1.101552874833696,2.9150000000000063,0.02664168532650922,1.0122193805058255,1.0112721417069244,0.6800000000000068,0.1711428571428574,0.6800000000000068,1,0.027784622577453077,-3.569999999999993,-0.034999999999999934,0,0,7,-2.609999999999985,-0.025349650349650203,0,1,11,-1.4699999999999989,-0.014121037463976934,1,7,18,29,36,36,0.006441223832528245,0.00977244830516473,2.8700000000000045,0.02718575352846457,19.52777777777778,21,15,False,False,False,0,False,3.25,2.289999999999992,1.1500000000000057,False,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,free
Phillips 66 Intl Team Trials,Breaststroke,Women,200,Women_Breaststroke_200,138.95,139.59,140.38,28,151.03214285714284,151.655,3.1932063567415576,0.02114256141993512,-0.8662394886911604,-0.021931705901162335,3.2675000000000125,0.021545613398832958,1.035272878766838,1.0031940008332174,3.9000000000000057,0.41592592592592553,0.37999999999999545,4,0.0357308792971203,-5.070000000000022,-0.03648794530406637,0,0,4,-4.430000000000007,-0.03173579769324455,0,0,4,-3.640000000000015,-0.02592961960393229,0,3,4,12,28,28,0.0026385224274406015,0.025090724175392213,3.210000000000008,0.022288571031801194,19.107142857142858,25,13,False,False,False,0,False,2.240000000000009,1.5999999999999943,0.8100000000000023,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,breast
Phillips 66 Intl Team Trials,Breaststroke,Men,200,Men_Breaststroke_200,126.12,127.17,127.17,23,136.3960869565217,136.3,3.7532220814173227,0.027517080329538472,0.5404450819282458,0.4879320341209148,4.240000000000009,0.031107850330154136,1.0238076893443255,1.0126357962863088,5.200000000000017,0.7618181818181827,1.6299999999999955,22,0.043510378379957665,-3.6699999999999875,-0.02909927053599736,0,1,4,-2.6199999999999903,-0.020602343319965324,0,1,5,-2.6199999999999903,-0.020602343319965324,0,1,5,11,22,23,0.012558748747977468,0.020915483072368467,4.590000000000003,0.03536482009399802,19.73913043478261,21,17,False,False,False,0,False,3.609999999999985,2.559999999999988,2.559999999999988,True,27.08823529411765,0.0385809232773975,0.010082775655859787,14,short,breast
