event,meet,stroke,gender,distance,source_file,meet_category,records,entries
29,Futures Richmond Results,Backstroke,Men,200,futures-richmond-results.pdf,futures-results,[],"[[23, 'Leighninger, Ian F', 16, 'Dayton Raiders-OH', '2:11.75', '2:12.52'], [24, 'Fields, Noah W', 17, '757 Swim-VA', '2:11.31', '2:14.04'], [28, 'Simoes, Jonathan E', 17, 'Seneca Valley Swim Club-AM', '2:11.69', '2:12.04'], [29, 'Zeiger, John J', 17, 'Crimson Aquatics-NE', '2:12.96', '2:12.20'], [32, 'Neff, Ethan L', 16, 'Lake Erie Silver Dolphins-LE', '2:10.47', '2:12.61'], [34, 'Riedel, Alexander R', 16, 'Monocacy Aquatic Club-MD', '2:09.74', '2:13.15'], [35, 'Soh, Thomas W', 15, 'Moons Aquatics Club-PV', '2:11.22', '2:13.60'], [36, 'Blazer, Owen W', 16, 'Seneca Valley Swim Club-AM', '2:10.76', '2:13.67'], [37, 'Hack, Jacob A', 16, 'Seacoast Swimming Association-NE', '2:13.88', '2:13.80'], [38, 'Etter, Steven A', 17, 'Nittany Lion Aquatic Club-MA', '2:14.77', '2:13.89'], [40, 'Strawn, Brenek E', 16, 'Blue Eagle Swimming-MA', '2:13.95', '2:14.07'], [41, 'Tekieli, Nicolas D', 16, 'Great Lakes Sailfish Swimming-LE', '2:11.92', '2:14.23'], [42, 'Bennici, Matthew D', 18, 'Monocacy Aquatic Club-MD', '2:11.33', '2:14.64'], [45, 'Madzy, Joshua D', 18, 'Cavalier Swim Club-AM', '2:13.05', '2:15.06'], [46, 'Bennici, Charles R', 16, 'Monocacy Aquatic Club-MD', '2:17.39', '2:15.11'], [50, 'Czech, Benjamin T', 18, 'Bluefish Swim Club-NE', '2:10.00', '2:16.51'], [51, 'Tong, Justin H', 16, 'X-Cel Swimming-NJ', '2:11.71', '2:16.60'], [52, 'Lewis, Heath C', 16, 'Old Dominion Aquatic Club-VA', '2:21.30', '2:17.85'], [56, 'De Jong, Taiyo A', 16, 'Asphalt Green Unified Aquatics-MR', '2:17.27', '2:19.66'], [57, 'Rocca, Sean M', 17, 'Tidewater Aquatic Club-VA', '2:17.18', '2:19.89'], [58, 'Eckerson, Benjamin', 15, 'Stingrays-NJ', '2:19.89', '2:20.16']]"
30,Futures Richmond Results,Freestyle,Women,1500,futures-richmond-results.pdf,futures-results,[],"[[18, 'Mumtaz, Sahar A', 16, 'Commonwealth Swimming-NE', '17:46.46', '17:40.60'], [20, 'Mathieu, Tylor J', 17, 'Blue Devil Swim Club-CT', '17:25.43', '17:42.95'], [21, 'Conley, Audrey M', 15, 'Dayton Raiders-OH', '18:31.55', '17:44.84'], [23, 'Peacock, Greta S', 16, 'North Baltimore Aquatic Club-MD', '17:54.29', '17:50.37'], [25, 'Maguire, Abigail R', 15, 'Bluefish Swim Club-NE', '17:39.72', '17:56.44'], [26, 'Jones, Meghan L', 20, 'Towson University Swimming-MD', '17:35.36', '17:56.78'], [27, 'Appleton, Emily G', 16, 'Weymouth Club Waves-NE', '17:18.77', '17:58.16'], [31, 'Lord, Hannah B', 17, 'Seacoast Swimming Association-NE', '17:55.43', '18:08.81']]"
31,Futures Richmond Results,IM,Women,200,futures-richmond-results.pdf,futures-results,[],"[[15, 'Panitz, Josephine H', 16, 'Empire Swimming-MR', '2:24.80', '2:27.04'], [16, 'Jiang, Joy', 14, 'Nys Aquatics, Inc-MR', '2:25.63', '2:28.31'], [20, 'Sullivan, Abigail D', 16, 'Solo Aquatics-NE', '2:26.67', '2:26.45'], [21, 'Jogis, Kimberly A', 17, 'Badger Swim Club,Inc-MR', '2:26.13', '2:26.96'], [22, 'Bosse, Clare M', 16, 'Nys Aquatics, Inc-MR', '2:26.61', '2:27.70'], [23, 'Lin, Alison', 17, 'Parkland Aquatic Club-MA', '2:26.78', '2:27.79'], [24, 'Burt, Mary C', 17, 'Tide Swimming-VA', '2:25.95', '2:28.88'], [25, 'Hunter, Esme C', 16, 'Westport Weston Family Y Water-CT', '2:24.93', '2:26.84'], [26, 'Raber, Shelby E', 17, 'Tide Swimming-VA', '2:25.76', '2:27.05'], [27, 'Runeman, Sadie J', 15, 'Crimson Aquatics-NE', '2:26.04', '2:27.10'], [28, 'Arciniegas, Francesca', 14, 'Condors Swim Club of Clarkstow-MR', '2:25.90', '2:27.44'], [31, 'Brooks, Kinsey J', 15, 'Rappahannock Area YMCA Swim Te-VA', '2:29.60', '2:27.81'], [32, 'Intihar, Elizabeth D', 17, 'Buckeye Swim Club-OH', '2:24.82', '2:27.84'], [34, 'Debaecke, Sydney E', 14, 'Delaware Swim Team-MA', '2:26.09', '2:27.86'], [35, 'Larkin, Ava R', 14, 'Bluefish Swim Club-NE', '2:26.25', '2:27.87'], [36, 'Walker, Grace E', 16, 'Executive Swim Club-NE', '2:27.65', '2:28.07'], [37, 'Vumbacco, Sabrina S', 17, 'Badger Swim Club,Inc-MR', '2:24.85', '2:28.11'], [43, 'Zhang, Angelina', 16, 'Asphalt Green Unified Aquatics-MR', '2:26.37', '2:28.47'], [44, 'Miller, Naomee C', 17, 'Unattached Nac-AM', '2:26.06', '2:28.75'], [45, 'Craig, Catherine K', 17, 'Horseheads Thrashers Aquatics-NI', '2:28.67', '2:28.98'], [48, 'Amar, Kate M', 17, 'Empire Swimming-MR', '2:24.44', '2:29.30'], [49, 'Shao, Sophie W', 13, 'Fox Chapel Killer Whales-AM', '2:33.45', '2:29.36'], [51, 'Edge, Olivia N', 15, 'Dayton Raiders-OH', '2:30.27', '2:29.61'], [59, 'Lillis, Erin K', 17, 'Monocacy Aquatic Club-MD', '2:32.73', '2:30.11'], [60, 'Riley, Leah M', 16, 'South Eastern Virginia Aquatic-VA', '2:33.23', '2:30.18'], [62, 'McDaid, Alexandra A', 18, 'Peddie Aquatic Association-NJ', '2:26.54', '2:30.23'], [64, 'Brown, Eliza K', 14, 'Commonwealth Swimming-NE', '2:25.58', '2:30.57'], [65, 'Duncan, Sophie C', 14, 'Sea Devil Swimming-PV', '2:22.63', '2:30.63'], [68, 'Clark, Brooke-lynn F', 14, 'Coast Guard Blue Dolphins-VA', '2:29.81', '2:30.94'], [69, 'Fetter, Kalyn J', 20, 'Towson University Swimming-MD', '2:31.28', '2:30.95'], [70, 'Mannion, Natalie L', 14, 'Commonwealth Swimming-NE', '2:23.94', '2:31.00'], [73, 'White, Kathryn R', 14, 'Bluefish Swim Club-NE', '2:31.95', '2:31.95'], [74, 'Baker, Leah H', 17, 'Moon Aqua Club-AM', '2:34.10', '2:32.28'], [75, 'Rosa, Amanda M', 21, 'Towson University Swimming-MD', '2:37.07', '2:32.46'], [76, 'Lachey, Mia E', 16, 'Ohio State Swim Club-OH', '2:26.23', '2:32.65'], [77, 'Xie, Cynthia J', 15, 'Bluefish Swim Club-NE', '2:32.92', '2:33.01'], [80, 'Parks, Anna L', 16, 'Weymouth Club Waves-NE', '2:26.46', '2:33.33'], [82, 'Casolo, Samantha A', 16, 'Monocacy Aquatic Club-MD', '2:35.01', '2:33.69'], [83, 'Porter, Alexa J', 16, 'North Baltimore Aquatic Club-MD', '2:36.85', '2:33.99'], [86, 'Storen, Caroline M', 16, 'Rappahannock Area YMCA Swim Te-VA', '2:34.70', '2:34.15'], [87, 'Wu, Dora M', 16, 'The Fish-PV', '2:37.06', '2:34.21'], [88, 'Kopal, Alexandra K', 15, 'Tide Swimming-VA', '2:33.04', '2:34.62'], [89, 'Amuan, Malia T', 14, 'Phoenix Swimming-NE', '2:24.55', '2:34.88'], [90, 'Stark, Mary-claire C', 16, 'Lake Erie Silver Dolphins-LE', '2:33.43', '2:35.11'], [91, 'McManus, Reilly', 17, 'Ridgefield Aquatic Club-CT', '2:41.61', '2:35.21'], [92, 'Mansfield, Sarah', 17, 'Victory Lane Aquatic Club-PV', '2:32.57', '2:36.21'], [93, 'McCarty, Sophia R', 15, 'Dayton Raiders-OH', '2:35.79', '2:36.26'], [94, 'Panizzi, Natalia S', 14, 'Moon Aqua Club-AM', '2:30.02', '2:36.32'], [95, 'Russell, Samantha E', 17, 'North Jersey Barracudas-NJ', '2:36.81', '2:37.02'], [96, 'Bailey, Delaney M', 15, 'Unattached', '2:34.80', '2:38.64'], [97, 'Casterline, Chloe M', 18, 'Lake Shore Swim Club-LE', '2:41.87', '2:40.13'], [98, 'Gottlieb, Ruby S', 16, 'Pioneer Valley Aquatic Avenger-NE', '2:40.71', '2:40.74'], [99, 'Burgess, Katherine I', 17, 'Lake Shore Swim Club-LE', '2:42.07', '2:41.51'], [100, 'Linell, Nicole E', 14, 'Weston Swimming Inc-CT', '2:38.92', '2:41.66'], [101, 'Kochanowski, Taylor K', 15, 'Hudson Explorer Aquatic-LE', '2:51.00', '2:48.49']]"
32,Futures Richmond Results,IM,Men,200,futures-richmond-results.pdf,futures-results,[],"[[16, 'Zhu, Aaron Y', 15, 'Solo Aquatics-NE', '2:11.20', '2:13.52'], [21, 'Allen, Jason G', 16, 'Dayton Raiders-OH', '2:12.84', '2:13.28'], [22, 'Challis, Michael J', 18, 'Nittany Lion Aquatic Club-MA', '2:12.34', '2:13.36'], [23, 'Rattray, Andrew A', 18, 'Berkeley Aquatic Club-NJ', '2:13.76', '2:13.40'], [24, 'Tuckerman, Caleb S', 17, 'Hudson Explorer Aquatic-LE', '2:13.01', '2:15.30'], [27, 'Allen, Jason G', 16, 'Dayton Raiders-OH', '2:13.34', '2:12.84'], [28, 'Tuckerman, Caleb S', 17, 'Hudson Explorer Aquatic-LE', '2:14.65', '2:13.01'], [29, 'Hicks, Benjamin C', 18, 'Monocacy Aquatic Club-MD', '2:12.52', '2:13.23'], [30, 'Dwyer, James C', 17, 'Condors Swim Club of Clarkstow-MR', '2:10.66', '2:13.40'], [31, 'Tosoni, Josh R', 20, 'Unattached Rac-MD', '2:12.11', '2:13.58'], [32, 'Selnick, Benjamin W', 18, 'North Baltimore Aquatic Club-MD', '2:09.27', '2:13.69'], [33, 'Flint, Patrick J', 17, 'Cougar Aquatic Team-NJ', '2:14.85', '2:13.71'], [34, 'Rattray, Andrew A', 18, 'Berkeley Aquatic Club-NJ', '2:12.04', '2:13.76'], [36, 'Lashua, Matthew E', 17, 'Executive Swim Club-NE', '2:12.21', '2:14.05'], [37, 'Dickson, Joey L', 16, 'Delaware Swim Team-MA', '2:17.60', '2:14.08'], [38, 'Rainey, Blake L', 18, 'Westport Weston Family Y Water-CT', '2:15.34', '2:14.23'], [40, 'Milne, Mcallistar J', 17, 'Blue Devil Swim Club-CT', '2:12.70', '2:14.42'], [41, 'McNab, John S', 17, 'Westport Weston Family Y Water-CT', '2:16.37', '2:14.54'], [42, 'Greenblatt, Mason A', 18, 'The Fish-PV', '2:14.82', '2:14.55'], [44, 'Smith, Liam M', 16, 'Lower Moreland Swimming & Divi-MA', '2:11.70', '2:14.65'], [46, 'Lutes, Dawson F', 18, 'Dayton Raiders-OH', '2:13.51', '2:14.81'], [47, 'Hoskins, Matthew C', 18, 'Retriever Aquatic Club-MD', '2:14.01', '2:15.01'], [49, 'Schultz, Jackson L', 17, 'Severna Park Stingrays-MD', '2:12.04', '2:15.10'], [50, 'Long, Samuel C', 16, '757 Swim-VA', '2:11.87', '2:15.16'], [51, 'Wang, Alex', 18, 'Cougar Aquatic Team-NJ', '2:14.50', '2:15.34'], [52, 'Hotaling, Kaleb B', 17, 'Clifton Park-Halfmoon Piranhas-AD', '2:16.77', '2:15.45'], [53, 'Hochman, Brian J', 16, 'Delaware Swim Team-MA', '2:12.23', '2:15.48'], [54, 'Laslo, Gabriel S', 16, 'Blue Eagle Swimming-MA', '2:21.57', '2:15.64'], [55, 'Younger, Cole C', 16, 'Coast Guard Blue Dolphins-VA', '2:13.65', '2:15.65'], [56, 'Hong, Joseph S', 15, 'Central Bucks Swim Team-MA', '2:15.77', '2:15.68'], [58, 'Whetstine, Clayton C', 14, 'Coast Guard Blue Dolphins-VA', '2:14.57', '2:15.94'], [59, 'Nutt, John A', 16, 'Peddie Aquatic Association-NJ', '2:16.10', '2:15.96'], [60, 'Labich, Noah J', 16, 'Bluefish Swim Club-NE', '2:12.58', '2:16.00'], [61, 'Tuckerman, Jacob S', 18, 'Hudson Explorer Aquatic-LE', '2:15.89', '2:16.03'], [62, 'Ewing, Kendall J', 16, 'Tide Swimming-VA', '2:25.70', '2:16.06'], [63, 'Ma, Jonathan Y', 17, 'Empire Swimming-MR', '2:21.16', '2:16.13'], [66, 'Wang, Eric', 17, 'Cougar Aquatic Team-NJ', '2:21.27', '2:16.64'], [69, 'Lu, Brendon G', 18, 'Berkeley Aquatic Club-NJ', '2:18.79', '2:16.93'], [70, 'Haddad, Sam T', 15, 'Pioneer Valley Aquatic Avenger-NE', '2:14.21', '2:17.64'], [71, 'Loveless, Liam J', 16, 'Badger Swim Club,Inc-MR', '2:17.76', '2:17.85'], [74, 'Gray, Matthew J', 15, 'Radnor Aquatic Club-MA', '2:16.02', '2:18.36'], [75, 'Do, Aiken T', 14, 'The Fish-PV', '2:12.99', '2:18.76'], [76, 'Trincher, Daniel', 15, 'Condors Swim Club of Clarkstow-MR', '2:19.78', '2:19.24'], [77, 'Liu, Kevin', 18, 'X-Cel Swimming-NJ', '2:15.07', '2:19.32'], [78, 'Linville, Elijah T', 18, 'Lake Shore Swim Club-LE', '2:25.25', '2:20.13'], [80, 'Lapin, Andrew O', 17, 'Commonwealth Swimming-NE', '2:18.06', '2:20.56'], [81, 'Rocca, Sean M', 17, 'Tidewater Aquatic Club-VA', '2:20.87', '2:21.00'], [82, 'Babej, Maxwell C', 18, 'Asphalt Green Unified Aquatics-MR', '2:21.26', '2:22.55'], [83, 'Liu, Ian', 16, 'Condors Swim Club of Clarkstow-MR', '2:15.80', '2:23.67'], [84, 'Tomasic, Zachary N', 17, 'Moon Aqua Club-AM', '2:28.21', '2:28.56']]"
33,Futures Richmond Results,Medley Relay,Women,400,futures-richmond-results.pdf,futures-results,[],[]
34,Futures Richmond Results,Medley Relay,Men,400,futures-richmond-results.pdf,futures-results,[],[]
109,Futures Richmond Results,Butterfly Swim-off,Women,100,futures-richmond-results.pdf,futures-results,[],[]
116,Futures Richmond Results,Butterfly Swim-off,Men,200,futures-richmond-results.pdf,futures-results,[],"[[2, 'Neff, Alexander K', 16, 'Tide Swimming-VA', '2:07.42', '2:10.40']]"
125,Futures Richmond Results,Freestyle Swim-off,Women,100,futures-richmond-results.pdf,futures-results,[],"[[2, 'Sullivan, Emily A', 17, 'Dayton Raiders-OH', '59.82', '59.78']]"
132,Futures Richmond Results,IM Swim-off,Men,200,futures-richmond-results.pdf,futures-results,[],"[[2, 'Venci, Charles P', 16, 'Seacoast Swimming Association-NE', '2:13.76', '2:14.04']]"
1,2019 Futures Mt Hood Results,Freestyle,Women,800,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Salladin, Cathryn G', 20, 'La Mirada Armada-CA', '8:49.20', '8:59.57'], [2, 'Falk, Ryan J', 21, 'Tualatin Hills Swim Club-OR', '8:57.68', '8:59.86'], [3, 'Nowaski, Sarah N', 21, 'College Area Swim Team-SI', '9:10.57', '9:00.66'], [4, 'Sulkevich, Kathleen A', 19, 'La Mirada Armada-CA', '9:05.46', '9:01.81'], [5, 'Nowaski, Danielle P', 18, 'College Area Swim Team-SI', '8:56.90', '9:02.95'], [6, 'Salladin, Nicole J', 17, 'La Mirada Armada-CA', '9:08.28', '9:03.95'], [7, 'Jackson, Sydney R', 17, 'North Coast Aquatics-SI', '9:10.53', '9:06.66'], [8, 'Copeland, Stella A', 15, 'Mission Viejo Nadadores-CA', '9:04.66', '9:07.51']]"
2,2019 Futures Mt Hood Results,Freestyle,Men,1500,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Reynolds, Parker T', 15, 'Santa Maria Swim Club-CA', '15:52.22', '15:41.73'], [2, 'Simpson, Blake C', 17, 'Santa Maria Swim Club-CA', '16:00.09', '15:49.48'], [3, 'Carlton, Mason K', 16, 'Quicksilver Swimming-PC', '16:14.42', '15:59.85'], [4, 'Marsalek, Wyatt D', 19, 'Santa Maria Swim Club-CA', '16:19.53', '16:02.68'], [5, 'Miller, James A', 17, 'Fast Swim Team-CA', '16:07.85', '16:03.59'], [7, 'Taylor, Davis G', 17, 'Mission Viejo Nadadores-CA', '16:18.19', '16:09.65']]"
3,2019 Futures Mt Hood Results,Freestyle Relay,Women,800,2019-futures-mt-hood-results.pdf,futures-results,[],[]
4,2019 Futures Mt Hood Results,Freestyle Relay,Men,800,2019-futures-mt-hood-results.pdf,futures-results,[],[]
5,2019 Futures Mt Hood Results,Freestyle,Women,200,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Gardner, Lily G', 16, 'Tualatin Hills Swim Club-OR', '2:04.68', '2:03.24'], [2, 'Krolikowski, Kathryn M', 20, 'Aquazot Swim Club-CA', '2:04.70', '2:03.75'], [3, 'Cook, Elizabeth K', 17, 'Tualatin Hills Swim Club-OR', '2:05.48', '2:04.00'], [4, 'Kabacy, Taylor M', 17, 'Seattle Metropolitan Aquatic C-PN', '2:05.53', '2:04.08'], [5, 'Falk, Ryan J', 21, 'Tualatin Hills Swim Club-OR', '2:05.12', '2:04.86'], [6, 'Suggs, Eva R', 18, 'Boise YMCA Swim Team-SR', '2:05.88', '2:05.02'], [7, 'Tseng, Courtney S', 19, 'La Mirada Armada-CA', '2:05.34', '2:05.66'], [8, 'Oien, Natalie E', 17, 'Mission Viejo Nadadores-CA', '2:06.11', '2:07.84'], [1, 'Gardner, Lily G', 16, 'Tualatin Hills Swim Club-OR', '2:04.05', '2:04.68'], [2, 'Krolikowski, Kathryn M', 20, 'Aquazot Swim Club-CA', '2:03.50', '2:04.70'], [3, 'Falk, Ryan J', 21, 'Tualatin Hills Swim Club-OR', '2:04.76', '2:05.12'], [4, 'Tseng, Courtney S', 19, 'La Mirada Armada-CA', '2:05.62', '2:05.34'], [5, 'Cook, Elizabeth K', 17, 'Tualatin Hills Swim Club-OR', '2:06.00', '2:05.48'], [6, 'Kabacy, Taylor M', 17, 'Seattle Metropolitan Aquatic C-PN', '2:04.51', '2:05.53'], [7, 'Suggs, Eva R', 18, 'Boise YMCA Swim Team-SR', '2:05.99', '2:05.88'], [8, 'Oien, Natalie E', 17, 'Mission Viejo Nadadores-CA', '2:05.61', '2:06.11'], [1, 'Straume, Elli K', 17, 'West Coast Aquatics-PN', '2:08.41', '2:08.54'], [2, 'Watson, Alyssa G', 17, 'Irvine Novaquatics-CA', '2:08.41', '2:09.61']]"
6,2019 Futures Mt Hood Results,Freestyle,Men,200,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Van Zandt, Zachary E', 17, 'Ccat Swimming-CA', '1:53.39', '1:51.72'], [2, 'Ilin, Daniel V', 20, 'Wolverine Aquatics-SN', '1:54.98', '1:52.99'], [3, 'Martinez, Trenton J', 18, 'Tualatin Hills Swim Club-OR', '1:53.66', '1:53.52'], [4, 'Miller, Christopher A', 21, 'Lakeridge Swim Team-PC', '1:54.89', '1:54.43'], [5, 'Donchi, Samuel A', 17, 'Tualatin Hills Swim Club-OR', '1:55.09', '1:54.97'], [6, 'Sauter, Jacob S', 19, 'Pacific Swim-SI', '1:54.03', '1:55.41'], [7, 'Hobson, Luke', 16, 'Lakeridge Swim Team-PC', '1:54.66', '1:55.70'], [8, 'Fierro, Eric E', 25, 'Dart Swimming-SN', '1:55.06', '1:57.54'], [1, 'Van Zandt, Zachary E', 17, 'Ccat Swimming-CA', '1:52.33', '1:53.39'], [2, 'Martinez, Trenton J', 18, 'Tualatin Hills Swim Club-OR', '1:53.93', '1:53.66'], [3, 'Sauter, Jacob S', 19, 'Pacific Swim-SI', '1:54.61', '1:54.03'], [4, 'Hobson, Luke', 16, 'Lakeridge Swim Team-PC', '1:54.87', '1:54.66'], [5, 'Miller, Christopher A', 21, 'Lakeridge Swim Team-PC', '1:57.12', '1:54.89'], [6, 'Ilin, Daniel V', 20, 'Wolverine Aquatics-SN', '1:53.63', '1:54.98'], [7, 'Fierro, Eric E', 25, 'Dart Swimming-SN', '1:54.06', '1:55.06'], [8, 'Donchi, Samuel A', 17, 'Tualatin Hills Swim Club-OR', '1:55.26', '1:55.09']]"
7,2019 Futures Mt Hood Results,Breaststroke,Women,100,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Depolo, Donna L', 20, 'University of Nevada-PC', '1:10.38', '1:10.56'], [2, 'Bercutt, Natalie A', 16, 'Ucd Aquamonsters-SN', '1:12.21', '1:11.01'], [3, 'Adame, Ana I', 16, 'Canyons Aquatic Club-CA', '1:11.91', '1:11.55'], [4, 'Morris, Halle M', 20, 'North Bay Aquatics-PC', '1:12.42', '1:12.96'], [5, 'Perttula, Andrea M', 19, 'Voltage Aquatics-SR', '1:13.64', '1:13.01'], [6, 'Lewis, Madeline C', 16, 'Lakeridge Swim Team-PC', '1:13.14', '1:13.07'], [7, 'Tam, Larisa L', 20, 'Burlingame Aquatic Club-PC', '1:12.84', '1:13.10'], [8, 'Kaleta, Victoria S', 21, 'Ucd Aquamonsters-SN', '1:13.32', '1:13.81'], [1, 'Depolo, Donna L', 20, 'University of Nevada-PC', '1:12.82', '1:10.38'], [2, 'Adame, Ana I', 16, 'Canyons Aquatic Club-CA', '1:11.19', '1:11.91'], [3, 'Bercutt, Natalie A', 16, 'Ucd Aquamonsters-SN', '1:13.73', '1:12.21'], [4, 'Morris, Halle M', 20, 'North Bay Aquatics-PC', '1:12.19', '1:12.42'], [5, 'Tam, Larisa L', 20, 'Burlingame Aquatic Club-PC', '1:12.04', '1:12.84'], [6, 'Lewis, Madeline C', 16, 'Lakeridge Swim Team-PC', '1:12.95', '1:13.14'], [7, 'Kaleta, Victoria S', 21, 'Ucd Aquamonsters-SN', '1:12.57', '1:13.32'], [8, 'Perttula, Andrea M', 19, 'Voltage Aquatics-SR', '1:13.24', '1:13.64']]"
8,2019 Futures Mt Hood Results,Breaststroke,Men,100,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Higdon, Tom J', 21, 'Dart Swimming-SN', '1:04.31', '1:04.17'], [2, 'Lum, Justin D', 19, 'Buenaventura Swim Club-CA', '1:04.75', '1:04.47'], [3, 'Mason, Jackson J', 18, 'North Bay Aquatics-PC', '1:04.74', '1:04.58'], [4, 'Greene, Parker J', 20, 'Capital Swimming-OR', '1:06.04', '1:04.95'], [5, 'Snyder, Noah C', 18, 'Pacific Swim-SI', '1:05.97', '1:05.40'], [6, 'Fitzgerald, Anthony R', 17, 'Socal Aquatics Association-CA', '1:06.03', '1:05.64'], [7, 'Townsend, Tommaso P', 21, 'Dart Swimming-SN', '1:06.35', '1:05.72'], [8, 'Walker, Lucas A', 18, 'Palo Alto Stanford Aquatics-PC', '1:05.99', '1:06.48'], [1, 'Higdon, Tom J', 21, 'Dart Swimming-SN', '1:04.84', '1:04.31'], [2, 'Mason, Jackson J', 18, 'North Bay Aquatics-PC', '1:06.37', '1:04.74'], [3, 'Lum, Justin D', 19, 'Buenaventura Swim Club-CA', '1:04.58', '1:04.75'], [4, 'Snyder, Noah C', 18, 'Pacific Swim-SI', '1:06.41', '1:05.97'], [5, 'Walker, Lucas A', 18, 'Palo Alto Stanford Aquatics-PC', '1:06.56', '1:05.99'], [6, 'Fitzgerald, Anthony R', 17, 'Socal Aquatics Association-CA', '1:05.91', '1:06.03'], [7, 'Greene, Parker J', 20, 'Capital Swimming-OR', '1:05.55', '1:06.04'], [8, 'Townsend, Tommaso P', 21, 'Dart Swimming-SN', '1:06.73', '1:06.35'], [1, 'Walles, Carter N', 18, 'West Coast Aquatics-PN', '1:07.59', '1:07.01'], [2, 'Chu, Jonathan K', 18, 'Sierra Marlins Swim Team-SN', '1:07.59', '1:07.11']]"
9,2019 Futures Mt Hood Results,Butterfly,Women,100,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Beers, Eleanor D', 17, 'Bainbridge Island Swim Club-PN', '1:02.60', '1:01.86'], [2, 'Cook, Elizabeth K', 17, 'Tualatin Hills Swim Club-OR', '1:02.49', '1:01.94'], [3, 'Dequine, Sanne A', 15, 'Dart Swimming-SN', '1:03.06', '1:02.60'], [4, 'Hayes, Margaret E', 15, 'Bainbridge Island Swim Club-PN', '1:03.62', '1:02.67'], [5, 'Gardner, Lily G', 16, 'Tualatin Hills Swim Club-OR', '1:02.50', '1:03.14'], [8, 'Waterson, Rebecca Q', 16, 'Dart Swimming-SN', '1:02.90', '1:04.02'], [1, 'Cook, Elizabeth K', 17, 'Tualatin Hills Swim Club-OR', '1:01.23', '1:02.49'], [2, 'Gardner, Lily G', 16, 'Tualatin Hills Swim Club-OR', '1:02.40', '1:02.50'], [3, 'Beers, Eleanor D', 17, 'Bainbridge Island Swim Club-PN', '1:02.95', '1:02.60'], [4, 'Waterson, Rebecca Q', 16, 'Dart Swimming-SN', '1:03.17', '1:02.90'], [5, 'Dequine, Sanne A', 15, 'Dart Swimming-SN', '1:02.89', '1:03.06'], [7, 'Husaby, Anneliese N', 17, 'Bend Swim Club-OR', '1:04.51', '1:03.75'], [8, 'Ristic, Mia', 17, 'Irvine Novaquatics-CA', '1:03.57', '1:03.85']]"
10,2019 Futures Mt Hood Results,Butterfly,Men,100,2019-futures-mt-hood-results.pdf,futures-results,[],"[[1, 'Park, Patrick H', 23, 'Fast Swim Team-CA', '55.56', '54.88'], [2, 'Keough, Patrick S', 15, 'University Place Aquatic Club-PN', '55.66', '55.08'], [3, 'Van Zandt, Zachary E', 17, 'Ccat Swimming-CA', '55.33', '55.15'], [4, 'Oliveira, Neirton S', 22, 'Lake Oswego Swim Club-OR', '56.21', '55.96'], [5, 'Younkin, Skyler H', 18, 'Tri-city Channel Cats-IE', '56.58', '56.22'], [8, 'Morris, Mason P', 16, 'Rancho San Dieguito-SI', '56.56', '56.73'], [1, 'Van Zandt, Zachary E', 17, 'Ccat Swimming-CA', '55.66', '55.33'], [2, 'Park, Patrick H', 23, 'Fast Swim Team-CA', '55.14', '55.56'], [3, 'Keough, Patrick S', 15, 'University Place Aquatic Club-PN', '55.79', '55.66'], [4, 'Oliveira, Neirton S', 22, 'Lake Oswego Swim Club-OR', '56.16', '56.21'], [5, 'Carsten, Ian D', 15, 'Bay Club Aquatics-SI', '58.36', '56.49'], [6, 'Childs, Kevin R', 18, 'Canyons Aquatic Club-CA', '57.77', '56.55'], [7, 'Morris, Mason P', 16, 'Rancho San Dieguito-SI', '57.41', '56.56'], [8, 'Younkin, Skyler H', 18, 'Tri-city Channel Cats-IE', '56.91', '56.58'], [1, 'Ellsworth, Holden F', 17, 'Cougar Aquatics-IE', '57.77', '56.68'], [2, 'Foo, Weylin R', 17, 'Kona Dolphins Swim Club-HI', '57.77', '57.44']]"
